==========
일반 데이터 보고서
==========

시험 데이타 파일 : C:\Zive Data\Smart Interface\Experiments\Data\박겸손\23_DCIR_FCC_cyc\20230524\HNE_FCC_DCIR3_06_026.wrd
테스트 기간 : 2023-05-24 03:59:46 ~ 2023-05-27 03:12:59
데이터 개수 : 14477
시험자 성명 : 
상품 번호 : 
메모 : 
조건 파일명 : F:\23_DCIR_FCC.cyc
단계 개수 : 24

--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------
인덱스         	시험_시간(s)   	사이클_번호    	사이클_시간(s) 	단계_번호      	단계_시간(s)   	전류(A)        	전압(V)        	IR(ohm)       	보조전압1(V)   	보조전압2(V)   	보조전압3(V)   	온도('C)       	OCP(V)         	파워(W)        	부하(Ohm)      	누적_용량(Ah)  	절대값_용량(Ah)	전류_범위      
--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------
11289         	2:07:47:44.230	1             	2:07:47:44.230	17            	0:00:00:03.000	-4.77039E-003 	3.68415E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75748E-002 	-7.72297E+002 	1.55879E-003  	1.97788E-003  	10mA          
11290         	2:07:47:44.330	1             	2:07:47:44.330	17            	0:00:00:03.100	-4.77069E-003 	3.68384E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75744E-002 	-7.72181E+002 	1.55866E-003  	1.97801E-003  	10mA          
11291         	2:07:47:44.430	1             	2:07:47:44.430	17            	0:00:00:03.200	-4.77039E-003 	3.68384E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75733E-002 	-7.72230E+002 	1.55853E-003  	1.97814E-003  	10mA          
11292         	2:07:47:44.530	1             	2:07:47:44.530	17            	0:00:00:03.300	-4.77008E-003 	3.68336E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75699E-002 	-7.72180E+002 	1.55839E-003  	1.97828E-003  	10mA          
11293         	2:07:47:44.630	1             	2:07:47:44.630	17            	0:00:00:03.400	-4.77039E-003 	3.68336E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75711E-002 	-7.72131E+002 	1.55826E-003  	1.97841E-003  	10mA          
11294         	2:07:47:44.730	1             	2:07:47:44.730	17            	0:00:00:03.500	-4.77039E-003 	3.68304E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75695E-002 	-7.72064E+002 	1.55813E-003  	1.97854E-003  	10mA          
11295         	2:07:47:44.830	1             	2:07:47:44.830	17            	0:00:00:03.600	-4.77008E-003 	3.68257E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75661E-002 	-7.72014E+002 	1.55800E-003  	1.97867E-003  	10mA          
11296         	2:07:47:44.930	1             	2:07:47:44.930	17            	0:00:00:03.700	-4.77008E-003 	3.68257E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75661E-002 	-7.72014E+002 	1.55786E-003  	1.97881E-003  	10mA          
11297         	2:07:47:45.030	1             	2:07:47:45.030	17            	0:00:00:03.800	-4.77039E-003 	3.68241E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75665E-002 	-7.71931E+002 	1.55773E-003  	1.97894E-003  	10mA          
11298         	2:07:47:45.130	1             	2:07:47:45.130	17            	0:00:00:03.900	-4.77069E-003 	3.68178E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75646E-002 	-7.71749E+002 	1.55760E-003  	1.97907E-003  	10mA          
11299         	2:07:47:45.230	1             	2:07:47:45.230	17            	0:00:00:04.000	-4.77008E-003 	3.68146E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75609E-002 	-7.71782E+002 	1.55746E-003  	1.97920E-003  	10mA          
11300         	2:07:47:45.330	1             	2:07:47:45.330	17            	0:00:00:04.100	-4.77039E-003 	3.68130E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75612E-002 	-7.71699E+002 	1.55733E-003  	1.97934E-003  	10mA          
11301         	2:07:47:45.430	1             	2:07:47:45.430	17            	0:00:00:04.200	-4.77069E-003 	3.68098E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75608E-002 	-7.71583E+002 	1.55720E-003  	1.97947E-003  	10mA          
11302         	2:07:47:45.530	1             	2:07:47:45.530	17            	0:00:00:04.300	-4.77069E-003 	3.68083E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75601E-002 	-7.71550E+002 	1.55707E-003  	1.97960E-003  	10mA          
11303         	2:07:47:45.630	1             	2:07:47:45.630	17            	0:00:00:04.400	-4.77039E-003 	3.68051E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75574E-002 	-7.71533E+002 	1.55693E-003  	1.97973E-003  	10mA          
11304         	2:07:47:45.730	1             	2:07:47:45.730	17            	0:00:00:04.500	-4.77069E-003 	3.68019E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75571E-002 	-7.71417E+002 	1.55680E-003  	1.97987E-003  	10mA          
11305         	2:07:47:45.830	1             	2:07:47:45.830	17            	0:00:00:04.600	-4.77069E-003 	3.67988E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75556E-002 	-7.71350E+002 	1.55667E-003  	1.98000E-003  	10mA          
11306         	2:07:47:45.930	1             	2:07:47:45.930	17            	0:00:00:04.700	-4.77069E-003 	3.67988E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75556E-002 	-7.71350E+002 	1.55654E-003  	1.98013E-003  	10mA          
11307         	2:07:47:46.030	1             	2:07:47:46.030	17            	0:00:00:04.800	-4.77039E-003 	3.67956E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75529E-002 	-7.71334E+002 	1.55640E-003  	1.98026E-003  	10mA          
11308         	2:07:47:46.130	1             	2:07:47:46.130	17            	0:00:00:04.900	-4.77069E-003 	3.67940E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75533E-002 	-7.71251E+002 	1.55627E-003  	1.98040E-003  	10mA          
11309         	2:07:47:46.230	1             	2:07:47:46.230	17            	0:00:00:05.000	-4.77039E-003 	3.67924E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75514E-002 	-7.71267E+002 	1.55614E-003  	1.98053E-003  	10mA          
11310         	2:07:47:47.230	1             	2:07:47:47.230	18            	0:00:00:01.000	-4.77008E-003 	3.67655E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75374E-002 	-7.70752E+002 	1.55481E-003  	1.98185E-003  	10mA          
11311         	2:07:47:48.230	1             	2:07:47:48.230	18            	0:00:00:02.000	-4.77039E-003 	3.67465E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75295E-002 	-7.70304E+002 	1.55349E-003  	1.98318E-003  	10mA          
11312         	2:07:47:49.230	1             	2:07:47:49.230	18            	0:00:00:03.000	-4.77039E-003 	3.67259E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75197E-002 	-7.69872E+002 	1.55216E-003  	1.98450E-003  	10mA          
11313         	2:07:47:50.230	1             	2:07:47:50.230	18            	0:00:00:04.000	-4.77039E-003 	3.67053E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.75098E-002 	-7.69441E+002 	1.55084E-003  	1.98583E-003  	10mA          
11314         	2:07:47:51.230	1             	2:07:47:51.230	18            	0:00:00:05.000	-4.77039E-003 	3.66831E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74993E-002 	-7.68976E+002 	1.54951E-003  	1.98716E-003  	10mA          
11315         	2:07:47:52.230	1             	2:07:47:52.230	18            	0:00:00:06.000	-4.77008E-003 	3.66657E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74898E-002 	-7.68660E+002 	1.54819E-003  	1.98848E-003  	10mA          
11316         	2:07:47:53.230	1             	2:07:47:53.230	18            	0:00:00:07.000	-4.77069E-003 	3.66467E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74830E-002 	-7.68162E+002 	1.54686E-003  	1.98981E-003  	10mA          
11317         	2:07:47:54.230	1             	2:07:47:54.230	18            	0:00:00:08.000	-4.77039E-003 	3.66276E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74728E-002 	-7.67813E+002 	1.54554E-003  	1.99113E-003  	10mA          
11318         	2:07:47:55.230	1             	2:07:47:55.230	18            	0:00:00:09.000	-4.77039E-003 	3.66118E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74652E-002 	-7.67481E+002 	1.54421E-003  	1.99246E-003  	10mA          
11319         	2:07:47:56.230	1             	2:07:47:56.230	18            	0:00:00:10.000	-4.77069E-003 	3.65975E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74596E-002 	-7.67133E+002 	1.54289E-003  	1.99378E-003  	10mA          
11320         	2:07:47:57.230	1             	2:07:47:57.230	18            	0:00:00:11.000	-4.77008E-003 	3.65817E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74498E-002 	-7.66899E+002 	1.54156E-003  	1.99511E-003  	10mA          
11321         	2:07:47:58.230	1             	2:07:47:58.230	18            	0:00:00:12.000	-4.77039E-003 	3.65643E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74426E-002 	-7.66485E+002 	1.54024E-003  	1.99643E-003  	10mA          
11322         	2:07:47:59.230	1             	2:07:47:59.230	18            	0:00:00:13.000	-4.77069E-003 	3.65484E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74361E-002 	-7.66103E+002 	1.53891E-003  	1.99776E-003  	10mA          
11323         	2:07:48:00.230	1             	2:07:48:00.230	18            	0:00:00:14.000	-4.77039E-003 	3.65326E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74275E-002 	-7.65821E+002 	1.53759E-003  	1.99908E-003  	10mA          
11324         	2:07:48:01.230	1             	2:07:48:01.230	18            	0:00:00:15.000	-4.77008E-003 	3.65167E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74188E-002 	-7.65538E+002 	1.53626E-003  	2.00041E-003  	10mA          
11325         	2:07:48:02.230	1             	2:07:48:02.230	18            	0:00:00:16.000	-4.77039E-003 	3.65025E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74131E-002 	-7.65190E+002 	1.53494E-003  	2.00173E-003  	10mA          
11326         	2:07:48:03.230	1             	2:07:48:03.230	18            	0:00:00:17.000	-4.77039E-003 	3.64882E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.74063E-002 	-7.64891E+002 	1.53361E-003  	2.00306E-003  	10mA          
11327         	2:07:48:04.230	1             	2:07:48:04.230	18            	0:00:00:18.000	-4.77008E-003 	3.64740E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.73984E-002 	-7.64641E+002 	1.53229E-003  	2.00438E-003  	10mA          
11328         	2:07:48:05.230	1             	2:07:48:05.230	18            	0:00:00:19.000	-4.77039E-003 	3.64597E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.73927E-002 	-7.64293E+002 	1.53096E-003  	2.00571E-003  	10mA          
11329         	2:07:48:06.230	1             	2:07:48:06.230	18            	0:00:00:20.000	-4.77039E-003 	3.64470E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.73866E-002 	-7.64027E+002 	1.52964E-003  	2.00703E-003  	10mA          
11330         	2:07:48:07.230	1             	2:07:48:07.230	18            	0:00:00:21.000	-4.77039E-003 	3.64344E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.73806E-002 	-7.63761E+002 	1.52831E-003  	2.00836E-003  	10mA          
11331         	2:07:48:08.230	1             	2:07:48:08.230	18            	0:00:00:22.000	-4.77039E-003 	3.64169E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.73723E-002 	-7.63396E+002 	1.52699E-003  	2.00968E-003  	10mA          
11332         	2:07:48:09.230	1             	2:07:48:09.230	18            	0:00:00:23.000	-4.77039E-003 	3.64027E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.73655E-002 	-7.63097E+002 	1.52566E-003  	2.01101E-003  	10mA          
11333         	2:07:48:10.230	1             	2:07:48:10.230	18            	0:00:00:24.000	-4.77039E-003 	3.63932E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.73609E-002 	-7.62898E+002 	1.52434E-003  	2.01233E-003  	10mA          
11334         	2:07:48:11.230	1             	2:07:48:11.230	18            	0:00:00:25.000	-4.77039E-003 	3.63773E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.75782E+000  	-1.73534E-002 	-7.62566E+002 	1.52301E-003  	2.01366E-003  	10mA          
11335         	2:07:48:11.440	1             	2:07:48:11.440	19            	0:00:00:00.210	0.00000E+000  	3.69952E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.69952E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11336         	2:07:48:11.540	1             	2:07:48:11.540	20            	0:00:00:00.100	0.00000E+000  	3.70000E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70000E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11337         	2:07:48:11.640	1             	2:07:48:11.640	20            	0:00:00:00.200	0.00000E+000  	3.70095E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70095E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11338         	2:07:48:11.740	1             	2:07:48:11.740	20            	0:00:00:00.300	0.00000E+000  	3.70095E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70095E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11339         	2:07:48:11.840	1             	2:07:48:11.840	20            	0:00:00:00.400	0.00000E+000  	3.70174E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70174E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11340         	2:07:48:11.940	1             	2:07:48:11.940	20            	0:00:00:00.500	0.00000E+000  	3.70206E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70206E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11341         	2:07:48:12.040	1             	2:07:48:12.040	20            	0:00:00:00.600	0.00000E+000  	3.70253E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70253E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11342         	2:07:48:12.140	1             	2:07:48:12.140	20            	0:00:00:00.700	0.00000E+000  	3.70285E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70285E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11343         	2:07:48:12.240	1             	2:07:48:12.240	20            	0:00:00:00.800	0.00000E+000  	3.70316E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70316E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11344         	2:07:48:12.340	1             	2:07:48:12.340	20            	0:00:00:00.900	0.00000E+000  	3.70364E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70364E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11345         	2:07:48:12.440	1             	2:07:48:12.440	20            	0:00:00:01.000	0.00000E+000  	3.70364E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70364E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11346         	2:07:48:12.540	1             	2:07:48:12.540	20            	0:00:00:01.100	0.00000E+000  	3.70396E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70396E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11347         	2:07:48:12.640	1             	2:07:48:12.640	20            	0:00:00:01.200	0.00000E+000  	3.70411E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70411E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11348         	2:07:48:12.740	1             	2:07:48:12.740	20            	0:00:00:01.300	0.00000E+000  	3.70443E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70443E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11349         	2:07:48:12.840	1             	2:07:48:12.840	20            	0:00:00:01.400	0.00000E+000  	3.70475E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70475E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11350         	2:07:48:12.940	1             	2:07:48:12.940	20            	0:00:00:01.500	0.00000E+000  	3.70491E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70491E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11351         	2:07:48:13.040	1             	2:07:48:13.040	20            	0:00:00:01.600	0.00000E+000  	3.70538E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70538E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
11352         	2:07:48:13.140	1             	2:07:48:13.140	20            	0:00:00:01.700	0.00000E+000  	3.70554E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	3.70554E+000  	0.00000E+000  	0.00000E+000  	1.52301E-003  	0.00000E+000  	101mA         
